Date,Consumer_Discretionary,Consumer_Staples,Energy,Financials,Health_care,Industrials,Information_techology,Materials,Real_estate,Communication,Utilities
6/29/2017,2539.56661,2631.828199,1073.957339,1155.705573,2819.41378,2070.059706,2752.142318,1797.478953,1546.694613,2139.861106,1911.828683
6/30/2017,2553.084887,2638.321163,1078.222922,1154.05891,2816.237873,2086.002724,2749.251834,1807.703173,1546.447402,2142.759491,1909.358845
7/3/2017,2548.426996,2635.425142,1100.639475,1170.640944,2821.199312,2099.687955,2726.983127,1822.831745,1563.617049,2155.719799,1900.998702
7/4/2017,2548.426996,2635.425142,1100.639475,1170.640944,2821.199312,2099.687955,2726.983127,1822.831745,1563.617049,2155.719799,1900.998702
7/5/2017,2538.587863,2632.505069,1076.271057,1172.145513,2839.15651,2103.465331,2753.92472,1815.695325,1544.495641,2141.247245,1893.274707
7/6/2017,2510.294868,2617.560783,1062.900136,1163.54235,2800.274622,2080.742929,2729.465889,1807.126469,1517.112802,2114.784428,1889.672082
7/7/2017,2531.646827,2617.653757,1061.318403,1170.423343,2818.273067,2096.919402,2765.567594,1817.101927,1527.775602,2114.27331,1893.885883
7/10/2017,2534.877648,2598.957001,1066.199871,1167.958816,2807.050403,2099.86981,2785.856656,1827.185362,1512.704575,2111.009028,1888.919391
7/11/2017,2532.394454,2592.063894,1072.244546,1161.082613,2807.799457,2101.011146,2797.05007,1827.710295,1511.915832,2088.914667,1888.279438
7/12/2017,2550.431076,2606.669779,1075.31746,1162.906721,2827.607669,2111.745023,2833.936838,1846.784886,1531.447548,2098.002401,1905.287314
7/13/2017,2554.226604,2607.648837,1080.998508,1169.319176,2829.561567,2111.721955,2841.626293,1847.052614,1533.963925,2089.150287,1897.656029
7/14/2017,2560.539981,2627.407421,1087.616668,1163.929789,2846.148073,2121.246442,2865.116037,1855.63621,1548.862051,2100.901485,1907.470364
7/17/2017,2566.173403,2629.90402,1086.249586,1162.523153,2837.738035,2120.620641,2866.384465,1860.410838,1555.574545,2108.742771,1914.572442
7/18/2017,2574.848236,2630.333578,1080.408236,1159.547155,2837.620363,2115.5623,2880.1813,1851.824474,1553.714035,2093.903644,1919.828699
7/19/2017,2588.999818,2642.360218,1098.476892,1162.320164,2859.434391,2123.665497,2898.504414,1872.402686,1566.012528,2107.381135,1929.541067
7/20/2017,2585.044721,2642.191843,1092.566655,1162.109846,2876.942467,2114.205296,2899.403157,1857.492469,1559.234279,2129.538098,1944.113042
7/21/2017,2585.526735,2648.807636,1081.883787,1161.467317,2875.687365,2109.655856,2895.135819,1854.766031,1560.770489,2137.139493,1959.661701
7/24/2017,2578.453127,2639.599605,1078.850352,1165.574685,2877.472692,2102.816541,2904.251972,1852.195865,1559.070154,2113.248679,1942.327191
7/25/2017,2596.907514,2659.75724,1094.042036,1180.341492,2858.167141,2105.226026,2902.032936,1872.708959,1561.548228,2125.40233,1936.022188
7/26/2017,2597.483517,2658.887267,1095.040932,1171.349399,2848.206415,2104.325454,2907.519898,1858.698279,1569.754929,2151.117687,1950.494321
7/27/2017,2612.680481,2680.515129,1105.581105,1165.907002,2824.038745,2096.25032,2881.775835,1850.546306,1569.237903,2208.757776,1955.250447
7/28/2017,2595.550486,2657.304693,1103.211751,1165.788422,2837.632185,2099.604718,2877.656884,1842.075159,1567.121558,2193.154877,1953.016284
7/31/2017,2592.387944,2654.817609,1104.1744,1173.05324,2830.101391,2098.429062,2862.799416,1832.190001,1566.924998,2191.386326,1959.598324
8/1/2017,2598.76288,2651.932895,1103.574135,1181.909456,2821.773331,2094.148897,2878.294277,1834.434701,1573.06952,2207.643231,1969.94739
8/2/2017,2589.32943,2649.584565,1099.138533,1181.980646,2816.781543,2100.238395,2882.721729,1835.28789,1562.093695,2197.656018,1976.467833
8/3/2017,2584.10964,2643.989144,1082.95415,1176.705308,2820.621464,2107.689171,2875.724162,1820.754535,1557.996241,2184.517863,1982.52731
8/4/2017,2588.651321,2639.069408,1088.788643,1184.483959,2817.49915,2113.986172,2879.369673,1829.63687,1563.684806,2227.569414,1979.262219
8/7/2017,2593.334216,2658.215127,1078.031626,1182.394345,2823.488904,2113.001104,2896.260058,1831.29926,1562.465458,2231.070467,1983.104872
8/8/2017,2592.226818,2647.797734,1075.003987,1181.21715,2809.114784,2107.945169,2892.138413,1815.870305,1553.60356,2221.315823,1990.792247
8/9/2017,2579.455645,2651.171802,1075.798499,1178.605638,2809.383951,2107.234562,2890.474127,1813.112189,1550.506108,2214.656669,1980.930809
8/10/2017,2539.978521,2638.781336,1063.378429,1157.825675,2768.992487,2076.706699,2828.70707,1790.672446,1538.813061,2200.282922,1985.400659
8/11/2017,2552.884698,2641.559095,1057.330496,1151.737248,2780.648872,2079.557684,2850.654373,1789.463381,1530.341673,2202.744344,1973.235805
8/14/2017,2571.504756,2655.53816,1053.519309,1168.461513,2800.653264,2101.961419,2896.4451,1806.202891,1556.233399,2230.573462,1986.303117
8/15/2017,2547.073719,2666.121656,1048.538036,1169.604522,2800.917759,2094.482761,2902.242174,1805.970916,1551.075998,2205.854024,1994.286806
8/16/2017,2558.146933,2675.787919,1037.980807,1166.912094,2808.533599,2097.118649,2911.793098,1822.79476,1557.021785,2211.194939,2002.379544
8/17/2017,2516.838601,2650.661384,1023.150131,1145.740756,2772.613606,2063.732704,2854.210099,1792.727129,1545.6446,2165.579216,1987.158293
8/18/2017,2504.902495,2641.895974,1030.133115,1145.114999,2762.181092,2056.800381,2853.026416,1794.158471,1533.626828,2155.973025,1999.570104
8/21/2017,2508.351297,2653.386218,1023.502289,1142.562423,2774.260983,2057.431774,2851.136645,1794.24674,1549.5891,2159.567574,2006.149678
8/22/2017,2535.047878,2655.769385,1031.278233,1153.934864,2808.224224,2081.304081,2892.614806,1816.736416,1547.921199,2180.012882,2012.660702
8/23/2017,2516.067392,2647.367745,1036.247459,1151.920882,2788.799334,2065.827451,2887.908537,1815.811916,1560.830604,2193.001375,2018.484787
8/24/2017,2512.25977,2611.709477,1036.24092,1151.835889,2799.01057,2060.395073,2886.175053,1813.295157,1558.495504,2193.091378,2017.734475
8/25/2017,2518.826568,2618.48078,1041.714776,1155.018839,2795.599431,2067.85607,2883.847547,1818.046261,1565.436323,2203.599684,2023.101652
8/28/2017,2519.945188,2612.404453,1036.568266,1149.140635,2815.716942,2069.884996,2892.549166,1823.337641,1557.57499,2205.735502,2027.191022
8/29/2017,2515.122632,2619.250197,1036.042639,1143.617131,2820.53007,2084.611566,2903.954419,1816.858885,1555.426018,2204.462012,2023.844265
8/30/2017,2533.594983,2621.351336,1036.32568,1148.678607,2837.099415,2094.578733,2930.24186,1830.44507,1565.114651,2196.001977,2016.450267
8/31/2017,2548.657656,2623.464335,1043.445487,1149.512068,2887.707008,2105.384224,2952.203922,1846.013552,1574.957444,2197.71963,2018.251116
9/1/2017,2561.295546,2635.171893,1053.356214,1154.711363,2887.257597,2110.169194,2951.528447,1860.743989,1576.468116,2212.39254,2013.535704
9/4/2017,2561.295546,2635.171893,1053.356214,1154.711363,2887.257597,2110.169194,2951.528447,1860.743989,1576.468116,2212.39254,2013.535704
9/5/2017,2549.194087,2638.662126,1058.938379,1127.648642,2874.620163,2089.526492,2925.442186,1836.079796,1573.015387,2192.771116,2018.106771
9/6/2017,2561.624543,2648.034575,1076.138216,1129.988077,2886.479103,2091.0863,2929.49417,1840.162586,1575.639698,2160.912384,2008.157099
9/7/2017,2543.106612,2653.165215,1077.03318,1111.062624,2913.559445,2092.265341,2943.790517,1844.24571,1585.297412,2115.028363,2023.307532
9/8/2017,2535.299983,2636.78356,1064.343829,1120.881387,2924.148685,2101.276666,2919.751519,1843.163225,1585.711879,2101.162638,2032.147832
9/11/2017,2551.575927,2654.476841,1075.349927,1141.234068,2947.713016,2116.898191,2964.122481,1865.345557,1598.410272,2095.846326,2050.701262
9/12/2017,2566.014838,2657.644551,1083.264439,1156.004252,2953.021386,2129.22771,2969.879506,1879.503325,1581.928459,2125.139988,2016.411552
9/13/2017,2582.818694,2660.089708,1098.514898,1158.07944,2942.830926,2125.972837,2964.946637,1876.868709,1577.105905,2130.774622,2005.870197
9/14/2017,2572.234176,2653.827102,1103.179737,1153.346906,2945.275658,2133.855126,2955.304913,1880.651419,1587.248215,2122.112632,2023.70651
9/15/2017,2570.296992,2660.845033,1105.537343,1158.931269,2938.265265,2144.59045,2964.175823,1882.152093,1591.32288,2148.271869,2026.283898
9/18/2017,2561.826933,2662.601109,1111.15237,1170.293174,2938.623532,2160.866639,2966.989329,1895.292442,1584.369752,2152.126089,2007.782647
9/19/2017,2559.964336,2654.700624,1114.787958,1178.431834,2914.54907,2164.596544,2976.906031,1904.068472,1571.119789,2189.18548,2003.505629
9/20/2017,2567.861177,2632.730917,1124.260385,1186.298726,2922.019238,2180.182294,2962.68341,1913.068324,1567.328892,2188.231932,1989.279729
9/21/2017,2561.694086,2607.604778,1122.42657,1188.87418,2907.19146,2185.660851,2946.176772,1908.956762,1562.922882,2174.281669,1987.458647
9/22/2017,2567.27722,2602.230087,1128.227858,1190.193987,2909.189159,2193.59233,2950.56348,1904.467478,1553.658166,2195.02986,1974.406661
9/25/2017,2562.451593,2618.586168,1146.699675,1188.675524,2901.077796,2194.021437,2908.348118,1904.509478,1561.703706,2207.268399,1990.498292
9/26/2017,2563.480261,2624.324878,1145.040276,1189.020752,2893.703759,2195.617655,2917.726482,1899.382182,1562.115451,2192.208059,1988.07784
9/27/2017,2579.636391,2606.444745,1150.391699,1205.723914,2898.833354,2203.254636,2953.370782,1903.156271,1550.426761,2205.550844,1964.717077
9/28/2017,2578.241442,2607.106639,1151.760485,1208.445053,2903.670992,2201.996939,2957.585864,1916.050368,1562.044844,2203.554149,1971.977886
9/29/2017,2588.433475,2604.733761,1151.47374,1212.260279,2920.604578,2207.73885,2978.189692,1915.66331,1563.84116,2192.797199,1967.668535
10/2/2017,2595.248009,2600.715949,1151.297838,1222.82371,2950.930718,2225.892753,2984.895026,1939.501749,1561.019424,2204.809144,1974.389679
10/3/2017,2605.369124,2602.941082,1150.574022,1226.02856,2950.56681,2231.624333,2993.024174,1949.374284,1561.344355,2248.160125,1967.855129
10/4/2017,2616.670644,2612.429686,1148.83213,1220.69429,2963.343411,2229.540551,2990.806559,1948.443984,1571.840243,2255.129198,1986.789034
10/5/2017,2630.174116,2622.951348,1154.224607,1233.00522,2965.955305,2233.989594,3019.207553,1958.826521,1576.911304,2246.50839,1985.085114
10/6/2017,2633.185995,2599.865399,1143.042271,1233.100484,2963.549759,2232.888294,3029.007349,1956.063059,1572.048382,2231.349884,1983.25968
10/9/2017,2619.770227,2592.066645,1146.09959,1228.742348,2941.505554,2225.548909,3034.80714,1953.56331,1574.511875,2224.74267,1986.205315
10/10/2017,2618.837085,2616.919314,1147.164896,1234.400038,2945.869347,2226.217913,3036.496603,1953.317434,1577.941108,2232.235983,2005.088321
10/11/2017,2619.19897,2622.861202,1150.320123,1232.505457,2952.831034,2224.954199,3049.410174,1954.96056,1584.794514,2222.728331,2013.964405
10/12/2017,2601.180229,2633.606797,1145.060354,1224.487045,2948.965821,2236.291188,3050.731883,1959.712424,1594.408629,2187.24288,2024.348339
10/13/2017,2610.3756,2638.204126,1144.490534,1223.217722,2938.896424,2230.02294,3065.059696,1970.466826,1597.289661,2176.078443,2010.113444
10/16/2017,2614.649196,2639.399199,1146.479707,1231.109966,2930.307313,2234.490164,3073.358158,1967.809465,1590.715052,2180.961963,2006.12404
10/17/2017,2616.09451,2629.119144,1147.029489,1223.935291,2963.663354,2227.344471,3072.571092,1961.276867,1591.774068,2171.438693,2017.91039
10/18/2017,2613.058065,2625.872255,1138.305317,1231.193626,2967.414765,2230.8943,3082.743989,1958.222203,1589.989478,2171.856403,2016.772647
10/19/2017,2612.486598,2612.770239,1133.986417,1233.687123,2982.855574,2237.516695,3071.677518,1964.765278,1587.400797,2175.648843,2034.977211
10/20/2017,2621.080888,2608.412359,1136.280264,1247.044716,2988.287033,2261.308882,3092.8787,1980.826699,1582.289613,2178.364612,2036.776245
10/23/2017,2602.917829,2606.098368,1127.313104,1243.252896,2978.233369,2245.042636,3080.82051,1975.059845,1574.758036,2161.942989,2036.923742
10/24/2017,2610.653509,2597.742373,1130.002361,1251.710011,2958.480308,2256.899489,3091.55569,1989.315889,1566.78276,2153.891687,2036.936191
10/25/2017,2598.312009,2590.358016,1121.830529,1245.966664,2952.108578,2236.517655,3080.068208,1978.962265,1561.514493,2134.914793,2028.862476
10/26/2017,2606.186046,2593.250458,1124.504316,1253.604735,2923.381994,2246.830426,3092.848645,1998.994446,1553.372533,2147.311044,2030.16421
10/27/2017,2639.124127,2573.142851,1129.764676,1253.939547,2927.876986,2246.787837,3173.388514,1992.566697,1560.127446,2153.92079,2044.351494
10/30/2017,2627.672779,2549.414644,1135.138628,1246.04382,2898.097901,2227.450568,3182.744297,1981.997804,1563.093302,2116.243161,2042.884135
10/31/2017,2630.800694,2570.827747,1140.928726,1243.915369,2897.208239,2225.109377,3197.292062,1986.81538,1567.082514,2134.223743,2045.539115
11/1/2017,2631.884974,2578.256633,1155.206543,1245.215096,2897.451173,2220.937199,3195.456855,1997.11639,1568.570476,2113.267348,2033.627289
11/2/2017,2610.407617,2569.902278,1151.258169,1255.646231,2890.859462,2235.259642,3197.405276,1985.12807,1580.689677,2074.962928,2041.019431
11/3/2017,2617.794351,2570.695919,1156.080236,1251.001882,2917.440594,2232.129944,3223.262969,1981.645581,1577.301191,2057.876226,2047.349265
11/6/2017,2634.216787,2543.983918,1183.599064,1249.802969,2906.536343,2233.515863,3236.614511,1975.111905,1597.178003,2026.827518,2040.572392
11/7/2017,2617.757416,2568.678964,1181.041534,1232.322861,2908.735755,2234.193938,3236.518358,1975.155503,1609.105814,2025.42662,2063.150055
11/8/2017,2619.732239,2595.59548,1175.549586,1225.732193,2914.9316,2230.655409,3254.554406,1974.514877,1618.79437,2021.786622,2063.335931
11/9/2017,2623.893203,2593.781442,1180.238937,1221.33346,2913.562399,2204.77185,3226.407791,1955.90511,1618.47363,2020.729991,2064.799083
11/10/2017,2633.197649,2618.97797,1174.360984,1218.54382,2896.193219,2207.745597,3227.492384,1951.283569,1619.092162,2022.392903,2055.087401
11/13/2017,2640.80715,2633.710515,1165.930549,1221.997548,2898.583401,2197.464968,3226.36125,1961.650018,1624.516777,2008.884791,2077.705401
11/14/2017,2643.07952,2642.622913,1145.517352,1222.477283,2884.964462,2188.809191,3221.131028,1942.193688,1622.222974,1996.876807,2104.680131
11/15/2017,2633.450056,2615.069398,1132.508802,1224.920952,2877.767955,2174.471265,3196.046313,1931.272995,1609.321308,2006.325253,2085.644092
11/16/2017,2656.65928,2658.092795,1128.802862,1226.155282,2911.380714,2196.610808,3240.078115,1957.273081,1618.644052,2044.921032,2082.622811
11/17/2017,2671.771313,2648.972936,1135.52608,1226.107147,2902.030528,2188.74389,3224.363097,1960.732874,1611.441303,2063.060014,2069.998433
11/20/2017,2677.517023,2648.292215,1132.924643,1232.982984,2890.915173,2200.327529,3236.086105,1965.091238,1607.928055,2081.712255,2063.688163
11/21/2017,2693.209478,2655.643155,1135.527758,1236.50178,2917.711969,2215.840927,3275.783482,1976.934006,1619.238595,2083.755679,2068.888993
11/22/2017,2694.621579,2652.356537,1141.875132,1231.844481,2917.851814,2218.74088,3267.518078,1973.283662,1614.729443,2110.374134,2068.954988
11/23/2017,2694.621579,2652.356537,1141.875132,1231.844481,2917.851814,2218.74088,3267.518078,1973.283662,1614.729443,2110.374134,2068.954988
11/24/2017,2700.107978,2651.539694,1144.863576,1229.660645,2924.801679,2219.554974,3285.471835,1981.612926,1619.396319,2112.338092,2071.608008
11/27/2017,2700.314218,2653.196694,1131.316295,1229.193729,2924.392366,2222.887133,3281.771211,1970.875954,1613.338843,2119.713333,2080.953884
11/28/2017,2733.318054,2675.228121,1140.061504,1260.070642,2944.077698,2256.737437,3290.503785,1992.896016,1608.592503,2145.625112,2091.352969
11/29/2017,2749.342922,2691.239411,1145.753538,1283.154006,2957.549616,2274.372252,3205.644037,1995.130252,1607.402464,2180.848337,2093.756019
11/30/2017,2760.796983,2714.512122,1164.719917,1286.923847,2983.547012,2306.049071,3234.339951,2003.442501,1609.052927,2192.155628,2103.40103
12/1/2017,2760.179758,2720.787652,1176.372241,1288.919557,2977.635083,2281.926021,3215.079388,1987.946469,1611.655472,2195.64958,2095.269936
12/4/2017,2789.297999,2745.937482,1174.740929,1307.499117,2937.490519,2298.24255,3152.027579,2005.953604,1598.014665,2200.970232,2083.746377
12/5/2017,2773.115578,2739.715715,1168.143615,1298.343682,2929.444066,2277.348496,3157.697764,1994.27113,1588.39503,2162.968909,2058.225083
