Date,Close,IVV_Position,Cash
2019/8/29,294.279999,0,1002026.999
2019/8/30,294.269989,0,1002026.999
2019/9/3,292.410004,0,1002026.999
2019/9/4,295.76001,0,1002026.999
2019/9/5,299.630005,0,1002026.999
2019/9/6,299.829987,0,1002026.999
2019/9/9,299.970001,0,1002026.999
2019/9/10,299.950012,0,1002026.999
2019/9/11,302.119995,0,1002026.999
2019/9/12,303.079987,0,1002026.999
2019/9/13,302.869995,0,1002026.999
2019/9/16,301.980011,0,1002026.999
2019/9/17,302.709991,0,1002026.999
2019/9/18,302.929993,0,1002026.999
2019/9/19,302.890015,0,1002026.999
2019/9/20,301.220001,0,1002026.999
2019/9/23,301.380005,0,1002026.999
2019/9/24,297.51001,0,1002026.999
2019/9/25,299.190002,0,1002026.999
2019/9/26,298.589996,0,1002026.999
2019/9/27,297,0,1002026.999
2019/9/30,298.519989,0,1002026.999
2019/10/1,294.910004,0,1002026.999
2019/10/2,289.630005,0,1002026.999
2019/10/3,292.040009,0,1002026.999
2019/10/4,296.019989,0,1002026.999
2019/10/7,294.690002,0,1002026.999
2019/10/8,290.130005,0,1002026.999
2019/10/9,292.880005,0,1002026.999
2019/10/10,294.950012,0,1002026.999
2019/10/11,297.890015,0,1002026.999
2019/10/14,297.690002,0,1002026.999
2019/10/15,300.619995,0,1002026.999
2019/10/16,300.070007,0,1002026.999
2019/10/17,300.910004,0,1002026.999
2019/10/18,299.600006,0,1002026.999
2019/10/21,301.75,0,1002026.999
2019/10/22,300.700012,0,1002026.999
2019/10/23,301.570007,0,1002026.999
2019/10/24,302.109985,0,1002026.999
2019/10/25,303.309998,0,1002026.999
2019/10/28,305.01001,0,1002026.999
2019/10/29,304.910004,0,1002026.999
2019/10/30,305.869995,0,1002026.999
2019/10/31,304.970001,0,1002026.999
2019/11/1,307.950012,0,1002026.999
2019/11/4,309.109985,0,1002026.999
2019/11/5,308.73999,0,1002026.999
2019/11/6,308.880005,0,1002026.999
2019/11/7,309.980011,0,1002026.999
2019/11/8,310.670013,0,1002026.999
2019/11/11,310.160004,0,1002026.999
2019/11/12,310.690002,0,1002026.999
2019/11/13,310.859985,0,1002026.999
2019/11/14,311.299988,0,1002026.999
2019/11/15,313.609985,0,1002026.999
2019/11/18,313.75,0,1002026.999
2019/11/19,313.679993,0,1002026.999
2019/11/20,312.519989,0,1002026.999
2019/11/21,312.070007,0,1002026.999
2019/11/22,312.73999,0,1002026.999
2019/11/25,315.100006,0,1002026.999
2019/11/26,315.730011,0,1002026.999
2019/11/27,317.25,0,1002026.999
2019/11/29,316.059998,0,1002026.999
2019/12/2,313.410004,0,1002026.999
2019/12/3,311.25,0,1002026.999
2019/12/4,313.179993,0,1002026.999
2019/12/5,313.839996,0,1002026.999
2019/12/6,316.640015,0,1002026.999
2019/12/9,315.700012,0,1002026.999
2019/12/10,315.369995,0,1002026.999
2019/12/11,316.170013,100,970489.9995
2019/12/12,318.970001,100,970489.9995
2019/12/13,319.079987,100,970489.9995
2019/12/16,319.320007,100,970489.9995
2019/12/17,319.350006,100,970489.9995
2019/12/18,319.369995,100,970489.9995
2019/12/19,320.73999,100,970489.9995
2019/12/20,322.380005,100,970489.9995
2019/12/23,322.609985,100,970489.9995
2019/12/24,322.649994,100,970489.9995
2019/12/26,324.320007,100,970489.9995
2019/12/27,324.26001,100,970489.9995
2019/12/30,322.51001,100,970489.9995
2019/12/31,323.23999,100,970489.9995
2020/1/2,326.320007,100,970489.9995
2020/1/3,323.809998,100,970489.9995
2020/1/6,325.089996,100,970489.9995
2020/1/7,324.200012,100,970489.9995
2020/1/8,325.850006,0,1002910.001
